flight_number,airline,departure_airport,destination,departure_time,status,delay_minutes,delay_reason,weather_condition
FL8743,Air France,ICN,HND,2025-04-27 14:44:00,On Time,0,N/A,Rain
FL2938,Qatar Airways,SIN,AMS,2025-04-27 16:41:00,Delayed,179,Crew Shortage,Fog
FL3044,Delta,DXB,JFK,2025-04-27 00:16:00,On Time,0,N/A,Snow
FL2509,Emirates,ATL,JFK,2025-04-27 12:51:00,On Time,0,N/A,Clear
FL9808,Turkish Airlines,SYD,AMS,2025-04-27 07:20:00,On Time,0,N/A,Rain
FL8728,Delta,PEK,ORD,2025-04-27 18:13:00,On Time,0,N/A,Snow
FL7769,United,SFO,ICN,2025-04-27 09:43:00,On Time,0,N/A,Windy
FL8886,Turkish Airlines,YYZ,PEK,2025-04-27 10:46:00,Delayed,254,Technical Issue,Storm
FL3161,British Airways,PEK,LHR,2025-04-27 08:45:00,On Time,0,N/A,Clear
FL3424,Qatar Airways,LAX,YYZ,2025-04-27 12:11:00,On Time,0,N/A,Fog
FL1807,Lufthansa,ORD,JFK,2025-04-27 03:47:00,Delayed,272,Weather,Storm
FL4179,Emirates,ICN,SFO,2025-04-27 05:28:00,On Time,0,N/A,Clear
FL6839,Qatar Airways,FRA,YYZ,2025-04-27 23:35:00,On Time,0,N/A,Clear
FL3566,Delta,ICN,SIN,2025-04-27 04:38:00,On Time,0,N/A,Snow
FL7572,Delta,SFO,ICN,2025-04-27 19:25:00,Delayed,56,Technical Issue,Clear
FL1230,Delta,LAX,HND,2025-04-27 10:29:00,On Time,0,N/A,Windy
FL2089,United,FRA,SIN,2025-04-27 07:07:00,On Time,0,N/A,Storm
FL3929,Turkish Airlines,PEK,JFK,2025-04-27 08:55:00,On Time,0,N/A,Windy
FL1914,British Airways,AMS,SFO,2025-04-27 22:35:00,Delayed,189,Air Traffic Congestion,Fog
FL7289,United,LHR,SYD,2025-04-27 09:54:00,On Time,0,N/A,Windy
FL5446,Qatar Airways,LHR,PEK,2025-04-27 18:24:00,On Time,0,N/A,Windy
FL6507,Air France,FRA,ICN,2025-04-27 19:35:00,On Time,0,N/A,Rain
FL5198,Air France,ICN,CDG,2025-04-27 03:50:00,On Time,0,N/A,Windy
FL2139,Singapore Airlines,FRA,ATL,2025-04-27 01:09:00,On Time,0,N/A,Storm
FL6864,Delta,SIN,SFO,2025-04-27 12:17:00,On Time,0,N/A,Snow
FL6226,Turkish Airlines,YYZ,ORD,2025-04-27 04:50:00,On Time,0,N/A,Clear
FL7213,Turkish Airlines,HND,JFK,2025-04-27 16:32:00,Delayed,114,Crew Shortage,Storm
FL5906,British Airways,PEK,HND,2025-04-27 16:55:00,On Time,0,N/A,Clear
FL4423,American Airlines,HND,ICN,2025-04-27 16:45:00,On Time,0,N/A,Fog
FL5692,United,ORD,CDG,2025-04-27 01:48:00,On Time,0,N/A,Windy
FL8167,Singapore Airlines,ORD,DXB,2025-04-27 07:06:00,On Time,0,N/A,Clear
FL9035,Qatar Airways,LHR,LAX,2025-04-27 00:15:00,Delayed,13,Air Traffic Congestion,Storm
FL2058,Emirates,SIN,SYD,2025-04-27 08:28:00,On Time,0,N/A,Clear
FL1550,Qatar Airways,SIN,YYZ,2025-04-27 19:05:00,On Time,0,N/A,Storm
FL9885,Lufthansa,DXB,AMS,2025-04-27 16:33:00,On Time,0,N/A,Rain
FL5187,Emirates,ATL,AMS,2025-04-27 15:58:00,On Time,0,N/A,Storm
FL1431,Delta,ORD,LHR,2025-04-27 07:48:00,On Time,0,N/A,Snow
FL7303,Qatar Airways,LAX,DXB,2025-04-27 21:30:00,Canceled,0,N/A,Storm
FL3904,Delta,DXB,SIN,2025-04-27 05:41:00,On Time,0,N/A,Rain
FL4510,American Airlines,JFK,ATL,2025-04-27 10:39:00,On Time,0,N/A,Windy
FL9858,Turkish Airlines,AMS,LAX,2025-04-27 22:04:00,On Time,0,N/A,Storm
FL2418,British Airways,SFO,ATL,2025-04-27 13:47:00,On Time,0,N/A,Snow
FL1085,Singapore Airlines,SFO,SYD,2025-04-27 17:11:00,On Time,0,N/A,Fog
FL1349,United,PEK,ICN,2025-04-27 11:58:00,On Time,0,N/A,Windy
FL2430,Turkish Airlines,SIN,DXB,2025-04-27 06:07:00,Delayed,197,Weather,Storm
FL6412,United,SYD,SIN,2025-04-27 17:48:00,Delayed,214,Air Traffic Congestion,Storm
FL1143,British Airways,ORD,JFK,2025-04-27 09:41:00,On Time,0,N/A,Windy
FL7234,Qatar Airways,SIN,ORD,2025-04-27 08:03:00,On Time,0,N/A,Windy
FL6954,Lufthansa,SYD,PEK,2025-04-27 12:16:00,On Time,0,N/A,Storm
FL5252,Lufthansa,JFK,AMS,2025-04-27 02:41:00,On Time,0,N/A,Clear
FL5296,American Airlines,LHR,HND,2025-04-27 00:17:00,On Time,0,N/A,Snow
FL5628,Air France,DXB,ATL,2025-04-27 21:12:00,Canceled,0,N/A,Rain
FL3201,Qatar Airways,LAX,CDG,2025-04-27 07:27:00,On Time,0,N/A,Windy
FL2273,Qatar Airways,FRA,ORD,2025-04-27 18:33:00,On Time,0,N/A,Fog
FL5734,Turkish Airlines,YYZ,ICN,2025-04-27 14:53:00,Delayed,191,Crew Shortage,Snow
FL3093,Air France,PEK,DXB,2025-04-27 13:26:00,On Time,0,N/A,Snow
FL7871,United,HND,SIN,2025-04-27 07:21:00,On Time,0,N/A,Windy
FL1493,Lufthansa,LHR,SFO,2025-04-27 04:18:00,On Time,0,N/A,Fog
FL4393,Air France,LAX,HND,2025-04-27 21:34:00,Delayed,232,Air Traffic Congestion,Storm
FL8442,American Airlines,SYD,AMS,2025-04-27 21:31:00,On Time,0,N/A,Fog
FL9649,Singapore Airlines,AMS,ORD,2025-04-27 14:57:00,On Time,0,N/A,Storm
FL6912,United,SIN,FRA,2025-04-27 11:50:00,Delayed,249,Weather,Fog
FL3434,Delta,FRA,CDG,2025-04-27 03:09:00,On Time,0,N/A,Storm
FL5638,Lufthansa,JFK,ORD,2025-04-27 20:46:00,On Time,0,N/A,Fog
FL8636,American Airlines,CDG,LHR,2025-04-27 10:10:00,On Time,0,N/A,Fog
FL4066,Emirates,SFO,ORD,2025-04-27 21:07:00,On Time,0,N/A,Clear
FL8882,Delta,FRA,PEK,2025-04-27 23:24:00,On Time,0,N/A,Fog
FL1412,Delta,HND,SIN,2025-04-27 14:42:00,On Time,0,N/A,Fog
FL6561,Turkish Airlines,ICN,LAX,2025-04-27 23:35:00,On Time,0,N/A,Storm
FL8074,British Airways,SYD,ORD,2025-04-27 03:29:00,On Time,0,N/A,Clear
FL4552,United,ATL,LHR,2025-04-27 00:21:00,Delayed,287,Technical Issue,Storm
FL5449,Lufthansa,PEK,CDG,2025-04-27 18:12:00,On Time,0,N/A,Clear
FL7001,Air France,SFO,AMS,2025-04-27 19:14:00,On Time,0,N/A,Clear
FL7514,United,PEK,LAX,2025-04-27 06:18:00,Delayed,64,Air Traffic Congestion,Fog
FL5884,Delta,LAX,YYZ,2025-04-27 09:45:00,On Time,0,N/A,Clear
FL5806,Air France,ORD,HND,2025-04-27 21:02:00,Delayed,267,Crew Shortage,Storm
FL7757,Emirates,SIN,ICN,2025-04-27 07:44:00,On Time,0,N/A,Snow
FL4802,Lufthansa,DXB,LAX,2025-04-27 10:37:00,On Time,0,N/A,Fog
FL1744,Turkish Airlines,CDG,FRA,2025-04-27 00:00:00,Delayed,297,Weather,Storm
FL2243,Turkish Airlines,FRA,HND,2025-04-27 10:21:00,Delayed,293,Crew Shortage,Storm
FL4716,Turkish Airlines,CDG,LHR,2025-04-27 09:07:00,On Time,0,N/A,Rain
FL1152,Lufthansa,DXB,LAX,2025-04-27 03:56:00,Canceled,0,N/A,Fog
FL2119,American Airlines,AMS,YYZ,2025-04-27 13:39:00,On Time,0,N/A,Rain
FL2145,Qatar Airways,FRA,YYZ,2025-04-27 09:37:00,On Time,0,N/A,Rain
FL3629,Delta,ATL,JFK,2025-04-27 16:10:00,On Time,0,N/A,Snow
FL7589,Air France,ORD,AMS,2025-04-27 00:32:00,Delayed,225,Late Arrival of Aircraft,Fog
FL3290,Lufthansa,LHR,ATL,2025-04-27 03:22:00,On Time,0,N/A,Storm
FL5950,Turkish Airlines,JFK,SYD,2025-04-27 03:48:00,On Time,0,N/A,Windy
FL9555,Air France,ORD,FRA,2025-04-27 17:52:00,On Time,0,N/A,Windy
FL8141,United,PEK,LHR,2025-04-27 00:23:00,On Time,0,N/A,Storm
FL1184,British Airways,SIN,HND,2025-04-27 04:36:00,On Time,0,N/A,Storm
FL6044,Qatar Airways,SIN,DXB,2025-04-27 00:19:00,Delayed,183,Late Arrival of Aircraft,Fog
FL5794,Delta,ATL,JFK,2025-04-27 21:58:00,On Time,0,N/A,Storm
FL3424,British Airways,YYZ,AMS,2025-04-27 21:53:00,On Time,0,N/A,Windy
FL1588,Singapore Airlines,ICN,SIN,2025-04-27 09:36:00,On Time,0,N/A,Storm
FL6559,Turkish Airlines,ICN,DXB,2025-04-27 17:06:00,On Time,0,N/A,Windy
FL3350,Air France,PEK,FRA,2025-04-27 07:01:00,Delayed,276,Late Arrival of Aircraft,Storm
FL5462,Singapore Airlines,HND,AMS,2025-04-27 01:42:00,On Time,0,N/A,Snow
FL3354,British Airways,LAX,CDG,2025-04-27 06:44:00,Delayed,298,Late Arrival of Aircraft,Snow
FL5268,Air France,SFO,JFK,2025-04-27 17:44:00,On Time,0,N/A,Clear
FL5773,Air France,SIN,PEK,2025-04-27 05:22:00,On Time,0,N/A,Storm
FL1725,United,HND,FRA,2025-04-27 04:27:00,On Time,0,N/A,Windy
FL4444,Air France,JFK,SYD,2025-04-27 01:49:00,On Time,0,N/A,Storm
FL8439,United,SFO,YYZ,2025-04-28 16:45:00,Delayed,228,Late Arrival of Aircraft,Storm
FL3245,Lufthansa,ORD,PEK,2025-04-28 21:02:00,On Time,0,N/A,Windy
FL8025,Air France,ATL,SFO,2025-04-28 06:35:00,On Time,0,N/A,Storm
FL2623,Lufthansa,LHR,HND,2025-04-28 10:25:00,On Time,0,N/A,Storm
FL7445,Turkish Airlines,PEK,SFO,2025-04-28 12:58:00,On Time,0,N/A,Storm
FL3024,Qatar Airways,ORD,PEK,2025-04-28 02:20:00,On Time,0,N/A,Snow
FL4089,Turkish Airlines,ORD,LAX,2025-04-28 22:31:00,Delayed,161,Air Traffic Congestion,Storm
FL5062,Air France,ICN,PEK,2025-04-28 09:45:00,On Time,0,N/A,Windy
FL3329,Delta,JFK,HND,2025-04-28 17:14:00,On Time,0,N/A,Fog
FL2079,Delta,DXB,SIN,2025-04-28 17:43:00,On Time,0,N/A,Snow
FL4044,Air France,CDG,AMS,2025-04-28 20:56:00,On Time,0,N/A,Clear
FL9119,British Airways,CDG,ORD,2025-04-28 12:03:00,On Time,0,N/A,Fog
FL6079,American Airlines,SIN,ORD,2025-04-28 04:20:00,On Time,0,N/A,Fog
FL7951,British Airways,DXB,SIN,2025-04-28 12:59:00,Delayed,70,Technical Issue,Fog
FL9297,American Airlines,ATL,ORD,2025-04-28 19:37:00,On Time,0,N/A,Rain
FL3792,United,FRA,LHR,2025-04-28 21:12:00,On Time,0,N/A,Storm
FL2527,Singapore Airlines,ATL,LAX,2025-04-28 22:08:00,On Time,0,N/A,Snow
FL7137,American Airlines,JFK,FRA,2025-04-28 04:18:00,On Time,0,N/A,Storm
FL5039,Qatar Airways,FRA,SFO,2025-04-28 18:55:00,On Time,0,N/A,Storm
FL7135,Air France,ICN,JFK,2025-04-28 15:17:00,On Time,0,N/A,Windy
FL8746,Turkish Airlines,HND,CDG,2025-04-28 05:46:00,On Time,0,N/A,Clear
FL5394,British Airways,SYD,PEK,2025-04-28 11:07:00,On Time,0,N/A,Storm
FL9008,Qatar Airways,DXB,PEK,2025-04-28 01:54:00,On Time,0,N/A,Storm
FL4599,Emirates,SYD,ORD,2025-04-28 06:59:00,On Time,0,N/A,Fog
FL5339,Turkish Airlines,PEK,ORD,2025-04-28 10:42:00,Delayed,207,Air Traffic Congestion,Storm
FL6218,American Airlines,DXB,CDG,2025-04-28 12:15:00,On Time,0,N/A,Windy
FL8068,United,ORD,PEK,2025-04-28 05:12:00,Delayed,168,Crew Shortage,Storm
FL4397,Emirates,ORD,JFK,2025-04-28 04:28:00,On Time,0,N/A,Clear
FL9581,Air France,SFO,SYD,2025-04-28 04:43:00,On Time,0,N/A,Windy
FL3918,United,HND,SFO,2025-04-28 19:31:00,On Time,0,N/A,Clear
FL9260,Singapore Airlines,JFK,DXB,2025-04-28 10:57:00,On Time,0,N/A,Windy
FL6559,Air France,CDG,HND,2025-04-28 09:55:00,On Time,0,N/A,Clear
FL7135,Emirates,ORD,AMS,2025-04-28 20:59:00,On Time,0,N/A,Windy
FL5292,Emirates,CDG,FRA,2025-04-28 13:12:00,On Time,0,N/A,Snow
FL2801,British Airways,ORD,AMS,2025-04-28 03:01:00,Delayed,179,Security Issue,Fog
FL9298,Qatar Airways,SYD,FRA,2025-04-28 12:08:00,Delayed,188,Weather,Storm
FL6930,Emirates,SYD,ORD,2025-04-28 06:02:00,On Time,0,N/A,Snow
FL9741,Delta,PEK,LAX,2025-04-28 15:05:00,On Time,0,N/A,Fog
FL2006,Turkish Airlines,JFK,AMS,2025-04-28 12:48:00,On Time,0,N/A,Clear
FL4039,British Airways,LHR,PEK,2025-04-28 12:26:00,Delayed,10,Weather,Fog
FL5735,Qatar Airways,HND,ICN,2025-04-28 14:22:00,On Time,0,N/A,Fog
FL6528,Lufthansa,LAX,FRA,2025-04-28 00:00:00,Canceled,0,N/A,Snow
FL2818,Qatar Airways,LAX,DXB,2025-04-28 04:47:00,Delayed,79,Crew Shortage,Snow
FL8681,Qatar Airways,SYD,LAX,2025-04-28 01:43:00,On Time,0,N/A,Windy
FL6233,American Airlines,PEK,HND,2025-04-28 11:08:00,Canceled,0,N/A,Rain
FL6230,American Airlines,PEK,YYZ,2025-04-28 20:20:00,On Time,0,N/A,Rain
FL3518,Qatar Airways,ATL,FRA,2025-04-28 12:12:00,Delayed,268,Air Traffic Congestion,Snow
FL4386,Qatar Airways,LAX,AMS,2025-04-28 17:56:00,Delayed,134,Security Issue,Snow
FL3552,Delta,DXB,PEK,2025-04-28 00:51:00,On Time,0,N/A,Windy
FL2526,American Airlines,ICN,LAX,2025-04-28 00:45:00,Delayed,272,Late Arrival of Aircraft,Fog
FL7788,Turkish Airlines,ORD,AMS,2025-04-28 06:25:00,On Time,0,N/A,Storm
FL4937,United,YYZ,LAX,2025-04-28 05:45:00,Delayed,241,Security Issue,Storm
FL9599,Air France,PEK,FRA,2025-04-28 11:30:00,On Time,0,N/A,Storm
FL3425,Emirates,SFO,PEK,2025-04-28 05:53:00,On Time,0,N/A,Snow
FL7065,American Airlines,LHR,PEK,2025-04-28 21:34:00,On Time,0,N/A,Clear
FL2624,Lufthansa,PEK,AMS,2025-04-28 20:23:00,On Time,0,N/A,Clear
FL6631,American Airlines,ATL,AMS,2025-04-28 16:20:00,On Time,0,N/A,Windy
FL4917,Qatar Airways,FRA,DXB,2025-04-28 06:41:00,Delayed,296,Late Arrival of Aircraft,Snow
FL6545,British Airways,DXB,CDG,2025-04-28 17:22:00,On Time,0,N/A,Storm
FL6830,United,SYD,AMS,2025-04-28 03:53:00,Delayed,23,Weather,Storm
FL3685,American Airlines,DXB,PEK,2025-04-28 05:07:00,Canceled,0,N/A,Storm
FL6133,Singapore Airlines,SYD,ORD,2025-04-28 02:18:00,Delayed,228,Security Issue,Fog
FL5269,Delta,FRA,SFO,2025-04-28 22:41:00,Delayed,265,Air Traffic Congestion,Fog
FL6374,British Airways,JFK,SFO,2025-04-28 20:54:00,Delayed,83,Security Issue,Storm
FL2831,Emirates,DXB,PEK,2025-04-28 08:23:00,On Time,0,N/A,Fog
FL2270,Singapore Airlines,LHR,DXB,2025-04-28 12:39:00,On Time,0,N/A,Windy
FL2844,Lufthansa,ATL,AMS,2025-04-28 10:02:00,On Time,0,N/A,Snow
FL2192,Air France,LHR,LAX,2025-04-28 07:40:00,On Time,0,N/A,Windy
FL8047,Turkish Airlines,ORD,LHR,2025-04-28 06:06:00,Delayed,90,Technical Issue,Fog
FL8476,Emirates,FRA,AMS,2025-04-28 14:32:00,On Time,0,N/A,Snow
FL4477,Turkish Airlines,PEK,LHR,2025-04-28 10:22:00,Delayed,158,Air Traffic Congestion,Fog
FL2634,Singapore Airlines,LAX,JFK,2025-04-28 21:25:00,On Time,0,N/A,Storm
FL8979,Emirates,DXB,AMS,2025-04-28 10:10:00,Delayed,87,Crew Shortage,Snow
FL8035,Qatar Airways,SYD,SIN,2025-04-28 10:32:00,On Time,0,N/A,Clear
FL3353,Singapore Airlines,FRA,HND,2025-04-28 17:18:00,On Time,0,N/A,Snow
FL7986,British Airways,YYZ,SYD,2025-04-28 01:46:00,Delayed,179,Air Traffic Congestion,Snow
FL1266,United,LAX,YYZ,2025-04-28 03:07:00,On Time,0,N/A,Snow
FL3694,Emirates,PEK,SFO,2025-04-28 05:12:00,On Time,0,N/A,Fog
FL5327,Turkish Airlines,AMS,SYD,2025-04-28 12:46:00,On Time,0,N/A,Snow
FL5412,Singapore Airlines,ORD,ICN,2025-04-28 23:04:00,On Time,0,N/A,Clear
FL3136,British Airways,ORD,SIN,2025-04-28 09:27:00,Delayed,199,Technical Issue,Snow
FL2374,Emirates,LAX,SYD,2025-04-28 02:10:00,On Time,0,N/A,Rain
FL1387,Turkish Airlines,PEK,ATL,2025-04-28 12:38:00,On Time,0,N/A,Clear
FL8346,Air France,SIN,ICN,2025-04-28 01:53:00,Delayed,56,Security Issue,Fog
FL7981,Air France,HND,ORD,2025-04-28 04:25:00,On Time,0,N/A,Windy
FL4703,Delta,FRA,ICN,2025-04-28 17:24:00,Delayed,138,Air Traffic Congestion,Snow
FL3062,Turkish Airlines,CDG,SIN,2025-04-28 14:50:00,On Time,0,N/A,Fog
FL4126,United,ORD,SYD,2025-04-28 16:23:00,On Time,0,N/A,Fog
FL7615,Delta,ORD,HND,2025-04-28 03:19:00,On Time,0,N/A,Clear
FL7576,Singapore Airlines,CDG,ICN,2025-04-28 10:23:00,On Time,0,N/A,Snow
FL6073,Singapore Airlines,HND,ICN,2025-04-28 14:33:00,On Time,0,N/A,Storm
FL9949,Qatar Airways,CDG,HND,2025-04-28 10:43:00,On Time,0,N/A,Fog
FL8250,American Airlines,SFO,CDG,2025-04-28 07:30:00,Delayed,283,Air Traffic Congestion,Snow
FL9277,Emirates,HND,ICN,2025-04-28 00:56:00,On Time,0,N/A,Rain
FL9973,British Airways,SYD,SIN,2025-04-28 23:13:00,Delayed,150,Security Issue,Fog
FL7608,Singapore Airlines,CDG,SYD,2025-04-28 08:36:00,On Time,0,N/A,Clear
FL7060,American Airlines,DXB,AMS,2025-04-28 05:44:00,Delayed,221,Weather,Storm
FL5517,Qatar Airways,PEK,SYD,2025-04-28 21:17:00,Delayed,264,Technical Issue,Storm
FL4002,Delta,AMS,SYD,2025-04-28 13:13:00,On Time,0,N/A,Rain
FL4077,Emirates,SFO,ATL,2025-04-28 16:02:00,Delayed,196,Crew Shortage,Snow
FL4461,Singapore Airlines,SYD,LAX,2025-04-28 05:18:00,On Time,0,N/A,Snow
FL4693,Air France,LHR,HND,2025-04-28 15:05:00,On Time,0,N/A,Storm
FL2867,Air France,LHR,HND,2025-04-28 15:06:00,On Time,0,N/A,Storm
FL1820,Turkish Airlines,FRA,CDG,2025-04-28 23:54:00,On Time,0,N/A,Windy
FL2138,Delta,CDG,LAX,2025-04-28 19:17:00,On Time,0,N/A,Rain
FL9009,Emirates,SYD,LAX,2025-04-28 20:04:00,On Time,0,N/A,Storm
FL6103,Qatar Airways,JFK,SFO,2025-04-28 12:54:00,On Time,0,N/A,Rain
FL8761,Qatar Airways,SYD,AMS,2025-04-28 05:48:00,On Time,0,N/A,Clear
FL1961,United,CDG,SIN,2025-04-28 02:08:00,Delayed,107,Late Arrival of Aircraft,Storm
FL5389,Singapore Airlines,JFK,SFO,2025-04-28 19:38:00,Canceled,0,N/A,Clear
FL2379,Delta,JFK,SYD,2025-04-28 15:52:00,On Time,0,N/A,Snow
FL7075,Emirates,SYD,SIN,2025-04-28 13:30:00,On Time,0,N/A,Rain
FL1611,United,SYD,JFK,2025-04-28 07:42:00,Canceled,0,N/A,Windy
FL5135,American Airlines,HND,DXB,2025-04-28 09:28:00,On Time,0,N/A,Rain
FL3045,Emirates,ATL,YYZ,2025-04-28 09:49:00,On Time,0,N/A,Windy
FL5364,Qatar Airways,CDG,FRA,2025-04-28 10:36:00,On Time,0,N/A,Snow
FL4720,British Airways,ORD,DXB,2025-04-28 18:37:00,On Time,0,N/A,Snow
FL7184,British Airways,JFK,SYD,2025-04-28 08:56:00,On Time,0,N/A,Storm
FL2876,Lufthansa,HND,AMS,2025-04-28 05:36:00,On Time,0,N/A,Clear
FL7009,Qatar Airways,HND,AMS,2025-04-28 03:15:00,Canceled,0,N/A,Fog
FL6284,Emirates,LAX,SIN,2025-04-29 07:28:00,On Time,0,N/A,Storm
FL3428,Singapore Airlines,ICN,CDG,2025-04-29 17:23:00,On Time,0,N/A,Snow
FL8056,Emirates,JFK,FRA,2025-04-29 22:32:00,On Time,0,N/A,Clear
FL8499,Air France,HND,LHR,2025-04-29 08:32:00,Canceled,0,N/A,Fog
FL7597,Emirates,AMS,DXB,2025-04-29 02:46:00,Delayed,0,Crew Shortage,Windy
FL7711,Air France,CDG,SYD,2025-04-29 16:29:00,On Time,0,N/A,Clear
FL1350,Delta,ATL,SYD,2025-04-29 17:20:00,On Time,0,N/A,Fog
FL2970,Emirates,AMS,PEK,2025-04-29 15:37:00,On Time,0,N/A,Fog
FL3817,Air France,CDG,YYZ,2025-04-29 22:32:00,On Time,0,N/A,Windy
FL9926,Delta,FRA,LAX,2025-04-29 13:59:00,Delayed,220,Weather,Fog
FL9198,Qatar Airways,ORD,SIN,2025-04-29 01:29:00,On Time,0,N/A,Snow
FL6576,United,LHR,PEK,2025-04-29 08:57:00,On Time,0,N/A,Rain
FL7547,Turkish Airlines,DXB,ICN,2025-04-29 20:28:00,On Time,0,N/A,Storm
FL5304,Delta,LHR,PEK,2025-04-29 18:01:00,On Time,0,N/A,Windy
FL8034,Lufthansa,AMS,LAX,2025-04-29 22:09:00,Delayed,226,Technical Issue,Storm
FL6709,Turkish Airlines,ICN,SFO,2025-04-29 00:47:00,Canceled,0,N/A,Storm
FL3139,British Airways,SFO,YYZ,2025-04-29 21:42:00,On Time,0,N/A,Clear
FL1792,Delta,SYD,SIN,2025-04-29 23:53:00,On Time,0,N/A,Snow
FL2099,Singapore Airlines,YYZ,SYD,2025-04-29 12:01:00,On Time,0,N/A,Fog
FL5684,American Airlines,LHR,YYZ,2025-04-29 09:10:00,On Time,0,N/A,Storm
FL8390,Air France,AMS,ICN,2025-04-29 16:57:00,On Time,0,N/A,Rain
FL4586,American Airlines,HND,LHR,2025-04-29 02:40:00,On Time,0,N/A,Fog
FL7791,Emirates,ICN,SYD,2025-04-29 13:39:00,On Time,0,N/A,Clear
FL2229,United,ORD,ATL,2025-04-29 05:41:00,On Time,0,N/A,Clear
FL9229,Qatar Airways,SIN,JFK,2025-04-29 20:55:00,Delayed,130,Technical Issue,Fog
FL8879,British Airways,PEK,ATL,2025-04-29 16:06:00,On Time,0,N/A,Rain
FL5798,Singapore Airlines,ICN,HND,2025-04-29 13:12:00,On Time,0,N/A,Rain
FL1382,Qatar Airways,DXB,FRA,2025-04-29 20:24:00,On Time,0,N/A,Rain
FL7294,American Airlines,AMS,LAX,2025-04-29 07:48:00,Delayed,193,Late Arrival of Aircraft,Snow
FL2629,Air France,HND,SIN,2025-04-29 03:45:00,On Time,0,N/A,Clear
FL9796,Singapore Airlines,DXB,LHR,2025-04-29 07:21:00,On Time,0,N/A,Fog
FL8321,Turkish Airlines,ORD,ICN,2025-04-29 22:59:00,On Time,0,N/A,Storm
FL5342,American Airlines,CDG,DXB,2025-04-29 10:54:00,On Time,0,N/A,Fog
FL5057,Emirates,SYD,DXB,2025-04-29 00:58:00,On Time,0,N/A,Clear
FL6901,Qatar Airways,ICN,LHR,2025-04-29 23:25:00,Delayed,259,Crew Shortage,Snow
FL4216,United,HND,YYZ,2025-04-29 12:18:00,On Time,0,N/A,Clear
FL8549,Qatar Airways,SYD,ICN,2025-04-29 10:05:00,On Time,0,N/A,Clear
FL6912,Turkish Airlines,ATL,SFO,2025-04-29 00:20:00,On Time,0,N/A,Fog
FL7652,Emirates,ORD,LAX,2025-04-29 22:07:00,On Time,0,N/A,Rain
FL3589,Lufthansa,AMS,ATL,2025-04-29 21:20:00,Delayed,214,Technical Issue,Snow
FL4547,Qatar Airways,ORD,LAX,2025-04-29 03:17:00,On Time,0,N/A,Fog
FL3032,Singapore Airlines,PEK,DXB,2025-04-29 01:22:00,On Time,0,N/A,Storm
FL5656,Qatar Airways,SIN,SYD,2025-04-29 21:00:00,On Time,0,N/A,Snow
FL6535,Singapore Airlines,DXB,JFK,2025-04-29 08:02:00,On Time,0,N/A,Storm
FL7763,American Airlines,DXB,ORD,2025-04-29 18:44:00,On Time,0,N/A,Snow
FL9342,Singapore Airlines,SYD,AMS,2025-04-29 21:26:00,On Time,0,N/A,Clear
FL8015,Air France,PEK,ICN,2025-04-29 05:11:00,On Time,0,N/A,Clear
FL9477,United,HND,LAX,2025-04-29 03:25:00,On Time,0,N/A,Rain
FL6864,Lufthansa,SYD,LHR,2025-04-29 04:43:00,On Time,0,N/A,Fog
FL6788,Delta,SIN,ATL,2025-04-29 10:50:00,On Time,0,N/A,Storm
FL5135,Air France,DXB,JFK,2025-04-29 22:35:00,On Time,0,N/A,Storm
FL8544,Qatar Airways,ATL,ICN,2025-04-29 17:33:00,On Time,0,N/A,Fog
FL3830,Lufthansa,HND,FRA,2025-04-29 07:38:00,Delayed,31,Weather,Snow
FL2967,Qatar Airways,AMS,LHR,2025-04-29 09:54:00,On Time,0,N/A,Fog
FL6482,American Airlines,PEK,SIN,2025-04-29 11:03:00,On Time,0,N/A,Clear
FL6412,American Airlines,LHR,SIN,2025-04-29 14:08:00,On Time,0,N/A,Windy
FL8463,American Airlines,SIN,DXB,2025-04-29 22:51:00,On Time,0,N/A,Fog
FL7205,British Airways,ORD,LHR,2025-04-29 08:03:00,On Time,0,N/A,Clear
FL8966,Qatar Airways,ATL,JFK,2025-04-29 19:42:00,On Time,0,N/A,Storm
FL7276,British Airways,SFO,AMS,2025-04-29 23:57:00,On Time,0,N/A,Storm
FL6955,Singapore Airlines,HND,SYD,2025-04-29 19:40:00,On Time,0,N/A,Rain
FL2983,Lufthansa,JFK,YYZ,2025-04-29 00:41:00,Delayed,299,Technical Issue,Snow
FL1245,United,ORD,DXB,2025-04-29 07:56:00,On Time,0,N/A,Clear
FL8127,Turkish Airlines,ORD,DXB,2025-04-29 19:31:00,On Time,0,N/A,Fog
FL1978,Singapore Airlines,ORD,AMS,2025-04-29 10:34:00,On Time,0,N/A,Windy
FL8219,British Airways,SYD,ICN,2025-04-29 07:01:00,On Time,0,N/A,Windy
FL2790,Emirates,LHR,SIN,2025-04-29 20:00:00,On Time,0,N/A,Windy
FL1375,Turkish Airlines,SFO,LHR,2025-04-29 17:09:00,On Time,0,N/A,Windy
FL2255,Emirates,DXB,ATL,2025-04-29 12:18:00,On Time,0,N/A,Rain
FL9000,American Airlines,LAX,LHR,2025-04-29 04:55:00,Delayed,145,Technical Issue,Fog
FL8220,Qatar Airways,SYD,AMS,2025-04-29 13:02:00,Delayed,239,Weather,Storm
FL1477,British Airways,AMS,FRA,2025-04-29 12:30:00,Delayed,124,Weather,Fog
FL7950,Lufthansa,LAX,SIN,2025-04-29 10:17:00,Delayed,221,Technical Issue,Fog
